Generation,Diversity
1,2
2,2
3,5
4,4
5,3
6,3
7,3
8,3
9,5
10,6
11,5
12,5
13,5
14,4
15,2
16,5
17,4
18,5
19,4
20,5
21,3
22,3
23,2
24,2
25,5
26,3
27,4
28,8
29,7
30,2
31,6
32,4
33,4
34,3
35,4
36,4
37,4
38,5
39,5
40,4
41,4
42,5
43,2
44,3
45,3
46,5
47,3
48,5
49,4
50,3
51,5
52,4
53,4
54,4
55,5
56,5
57,5
58,4
59,4
60,6
61,4
62,4
63,5
64,5
65,2
66,5
67,4
68,4
69,4
70,2
71,4
72,5
73,3
74,5
75,5
76,5
77,3
78,4
79,4
80,4
81,4
82,5
83,4
84,3
85,6
86,3
87,6
88,6
89,4
90,3
91,2
92,2
93,3
94,2
95,6
96,2
97,2
98,3
99,4
100,4
101,3
102,4
103,4
104,5
105,4
106,5
107,3
108,3
109,4
110,4
111,4
112,6
113,3
114,5
115,3
116,5
117,3
118,5
119,3
120,3
121,5
122,4
123,6
124,4
125,4
126,2
127,2
128,3
129,3
130,4
131,5
132,5
133,3
134,5
135,5
136,4
137,3
138,5
139,3
140,4
141,4
142,4
143,6
144,4
145,3
146,4
147,3
148,4
149,3
150,3
151,3
152,5
153,3
154,5
155,5
156,7
157,6
158,4
159,5
160,3
161,3
162,4
163,4
164,4
165,4
166,5
167,5
168,3
169,5
170,4
171,2
172,4
173,3
174,3
175,3
176,6
177,7
178,4
179,5
180,5
181,4
182,5
183,5
184,3
185,4
186,2
187,4
188,3
189,3
190,6
191,4
192,4
193,3
194,3
195,4
196,2
197,4
198,4
199,5
200,3
201,2
202,3
203,7
204,7
205,2
206,5
207,5
208,3
209,3
210,5
211,4
212,5
213,4
214,5
215,4
216,2
217,5
218,3
219,3
220,4
221,6
222,4
223,4
224,5
225,3
226,4
227,5
228,3
229,4
230,5
231,2
232,4
233,6
234,4
235,4
236,4
237,7
238,4
239,4
240,5
241,3
242,6
243,4
244,4
245,3
246,4
247,2
248,5
249,4
250,4
251,6
252,2
253,3
254,4
255,5
256,5
257,6
258,3
259,5
260,5
261,5
262,4
263,3
264,2
265,4
266,4
267,3
268,4
269,3
270,3
271,4
272,7
273,4
274,3
275,3
276,3
277,3
278,4
279,4
280,3
281,2
282,5
283,3
284,2
285,5
286,3
287,4
288,4
289,4
290,5
291,3
292,6
293,5
294,5
295,3
296,4
297,7
298,4
299,4
300,3
301,4
302,3
303,4
304,3
305,3
306,4
307,4
308,2
309,3
310,3
311,3
312,4
313,5
314,4
315,4
316,2
317,2
318,2
319,3
320,5
321,5
322,3
323,4
324,3
325,2
326,3
327,4
328,5
329,4
330,3
331,3
332,2
333,4
334,2
335,6
336,4
337,4
338,3
339,4
340,3
341,6
342,4
343,3
344,4
345,5
346,4
347,2
348,3
349,4
350,3
351,4
352,4
353,6
354,3
355,3
356,3
357,6
358,6
359,2
360,5
361,4
362,5
363,4
364,2
365,6
366,4
367,3
368,3
369,7
370,5
371,4
372,2
373,3
374,4
375,2
376,5
377,3
378,3
379,5
380,6
381,5
382,6
383,6
384,4
385,2
386,3
387,4
388,3
389,4
390,2
391,3
392,3
393,4
394,4
395,5
396,5
397,3
398,4
399,3
400,3
401,6
402,3
403,3
404,5
405,4
406,4
407,3
408,4
409,4
410,5
411,5
412,5
413,3
414,2
415,4
416,5
417,4
418,4
419,4
420,4
421,3
422,5
423,3
424,4
425,4
426,5
427,4
428,5
429,3
430,5
431,4
432,4
433,3
434,4
435,3
436,2
437,5
438,4
439,3
440,3
441,5
442,6
443,2
444,4
445,2
446,4
447,3
448,3
449,2
450,4
451,4
452,3
453,3
454,7
455,5
456,6
457,5
458,3
459,5
460,3
461,5
462,4
463,5
464,2
465,2
466,5
467,4
468,3
469,3
470,5
471,5
472,4
473,4
474,3
475,4
476,5
477,6
478,4
479,3
480,5
481,4
482,4
483,3
484,5
485,4
486,3
487,4
488,3
489,4
490,4
491,4
492,3
493,6
494,3
495,3
496,2
497,3
498,4
499,5
