Generation,Diversity
1,14
2,11
3,11
4,11
5,10
6,16
7,12
8,11
9,11
10,8
11,11
12,12
13,10
14,10
15,12
16,10
17,11
18,9
19,10
20,11
21,11
22,10
23,10
24,11
25,11
26,11
27,10
28,14
29,11
30,13
31,11
32,11
33,11
34,13
35,14
36,11
37,11
38,14
39,14
40,9
41,9
42,14
43,12
44,12
45,11
46,9
47,12
48,7
49,12
50,13
51,9
52,10
53,10
54,12
55,10
56,11
57,11
58,11
59,9
60,15
61,11
62,13
63,9
64,12
65,8
66,14
67,11
68,9
69,12
70,10
71,9
72,7
73,11
74,12
75,7
76,9
77,11
78,13
79,12
80,10
81,10
82,12
83,9
84,11
85,10
86,11
87,10
88,12
89,10
90,11
91,11
92,16
93,9
94,8
95,10
96,12
97,12
98,10
99,10
