Gerneration,Depth average
1,4.51485
2,4.12871
3,3.66337
4,4.07921
5,3.72277
6,3.22772
7,3.07921
8,3.14851
9,3.37624
10,4.40594
11,4.27723
12,4.67327
13,4.61386
14,4.78218
15,5.0099
16,4.63366
17,4.9703
18,4.69307
19,4.69307
20,4.77228
21,5.0198
22,4.93069
23,5.32673
24,5.47525
25,5.20792
26,4.64356
27,3.93069
28,3.65347
29,3.48515
30,3.32673
31,3.34653
32,3.05941
33,3.0297
34,2.9802
35,2.81188
36,2.78218
37,2.74257
38,2.74257
39,2.74257
40,2.70297
41,2.68317
42,2.64356
43,2.67327
44,2.61386
45,2.71287
46,2.74257
47,2.63366
48,2.62376
49,2.61386
50,2.62376
51,2.60396
52,2.69307
53,2.71287
54,2.63366
55,2.67327
56,2.67327
57,2.66337
58,2.63366
59,2.59406
60,2.56436
61,2.59406
62,2.54455
63,2.52475
64,2.58416
65,2.59406
66,2.62376
67,2.67327
68,2.67327
69,2.63366
70,2.58416
71,2.64356
72,2.61386
73,2.59406
74,2.56436
75,2.58416
76,2.54455
77,2.62376
78,2.59406
79,2.70297
80,2.73267
81,2.69307
82,2.65347
83,2.69307
84,2.76238
85,2.67327
86,2.70297
87,2.68317
88,2.60396
89,2.62376
90,2.61386
91,2.60396
92,2.62376
93,2.66337
94,2.70297
95,2.72277
96,2.67327
97,2.65347
98,2.62376
99,2.65347
