Generation,Diversity
1,51
2,54
3,55
4,55
5,56
6,53
7,55
8,54
9,58
10,60
11,54
12,51
13,51
14,51
15,59
16,58
17,52
18,50
19,58
20,57
21,55
22,52
23,52
24,58
25,49
26,52
27,55
28,47
29,53
30,51
31,53
32,56
33,52
34,55
35,57
36,54
37,54
38,55
39,54
40,55
41,58
42,53
43,54
44,58
45,46
46,57
47,55
48,55
49,52
50,61
51,47
52,50
53,53
54,56
55,55
56,48
57,55
58,46
59,50
60,53
61,52
62,48
63,59
64,52
65,63
66,49
67,56
68,54
69,56
70,55
71,56
72,51
73,52
74,58
75,49
76,52
77,54
78,43
79,52
80,54
81,46
82,52
83,48
84,57
85,48
86,50
87,58
88,52
89,51
90,53
91,53
92,56
93,52
94,61
95,56
96,50
97,59
98,55
99,52
