Generation,Diversity
1,9
2,9
3,7
4,10
5,11
6,12
7,9
8,8
9,8
10,10
11,10
12,8
13,13
14,13
15,14
16,10
17,10
18,8
19,11
20,13
21,10
22,10
23,14
24,9
25,12
26,13
27,13
28,10
29,15
30,14
31,12
32,12
33,11
34,13
35,11
36,11
37,12
38,14
39,8
40,11
41,13
42,12
43,11
44,8
45,13
46,9
47,9
48,12
49,11
50,9
51,11
52,15
53,9
54,10
55,13
56,11
57,9
58,9
59,12
60,9
61,9
62,10
63,8
64,8
65,10
66,9
67,12
68,11
69,11
70,12
71,13
72,12
73,10
74,12
75,10
76,8
77,15
78,11
79,8
80,13
81,11
82,12
83,9
84,10
85,10
86,10
87,11
88,12
89,11
90,12
91,12
92,14
93,9
94,11
95,11
96,8
97,9
98,8
99,13
