Generation,Diversity
1,64
2,47
3,36
4,30
5,26
6,18
7,15
8,14
9,5
10,6
11,4
12,4
13,2
14,4
15,4
16,2
17,5
18,6
19,2
20,3
21,3
22,3
23,5
24,2
25,2
26,2
27,3
28,4
29,5
30,2
31,3
32,2
33,2
34,2
35,4
36,2
37,4
38,6
39,3
40,2
41,4
42,3
43,4
44,3
45,5
46,2
47,1
48,1
49,5
50,5
51,2
52,6
53,4
54,5
55,4
56,4
57,4
58,1
59,3
60,2
61,5
62,6
63,4
64,1
65,1
66,2
67,4
68,1
69,3
70,1
71,3
72,3
73,1
74,3
75,3
76,1
77,4
78,1
79,2
80,3
81,2
82,1
83,3
84,1
85,4
86,4
87,3
88,1
89,2
90,4
91,3
92,2
93,3
94,1
95,1
96,2
97,4
98,2
99,4
