Generation,Diversity
1,5
2,4
3,6
4,5
5,5
6,6
7,5
8,3
9,3
10,3
11,4
12,7
13,6
14,3
15,5
16,4
17,7
18,6
19,4
20,5
21,4
22,5
23,6
24,4
25,5
26,5
27,4
28,5
29,5
30,4
31,6
32,4
33,5
34,4
35,5
36,4
37,5
38,5
39,4
40,6
41,4
42,5
43,5
44,4
45,5
46,5
47,4
48,4
49,5
50,4
51,5
52,5
53,4
54,4
55,4
56,4
57,4
58,6
59,5
60,4
61,6
62,6
63,7
64,5
65,4
66,4
67,6
68,4
69,4
70,4
71,4
72,6
73,5
74,5
75,6
76,4
77,4
78,5
79,4
80,6
81,6
82,4
83,5
84,7
85,4
86,5
87,7
88,4
89,6
90,4
91,5
92,4
93,6
94,4
95,8
96,4
97,5
98,4
99,4
100,4
101,4
102,4
103,6
104,6
105,4
106,6
107,4
108,5
109,5
110,4
111,4
112,7
113,7
114,5
115,4
116,4
117,5
118,4
119,6
120,4
121,4
122,4
123,6
124,6
125,5
126,5
127,4
128,4
129,5
130,5
131,4
132,5
133,6
134,4
135,5
136,5
137,6
138,5
139,5
140,5
141,7
142,6
143,4
144,5
145,5
146,5
147,4
148,4
149,5
150,4
151,5
152,5
153,5
154,5
155,4
156,4
157,4
158,5
159,4
160,6
161,5
162,4
163,4
164,5
165,5
166,6
167,5
168,6
169,6
170,4
171,5
172,4
173,5
174,5
175,4
176,6
177,5
178,5
179,5
180,5
181,4
182,5
183,4
184,4
185,6
186,7
187,4
188,5
189,4
190,5
191,5
192,4
193,4
194,5
195,4
196,5
197,4
198,5
199,4
200,7
201,4
202,7
203,4
204,5
205,4
206,5
207,6
208,4
209,6
210,6
211,5
212,5
213,5
214,6
215,4
216,6
217,4
218,4
219,5
220,4
221,5
222,4
223,4
224,5
225,6
226,4
227,5
228,4
229,6
230,4
231,4
232,4
233,4
234,4
235,5
236,4
237,4
238,6
239,4
240,4
241,4
242,5
243,6
244,4
245,5
246,6
247,4
248,6
249,4
250,5
251,5
252,6
253,4
254,5
255,4
256,4
257,4
258,4
259,5
260,5
261,4
262,5
263,4
264,5
265,5
266,5
267,4
268,4
269,5
270,5
271,4
272,5
273,4
274,7
275,6
276,6
277,4
278,6
279,5
280,4
281,4
282,5
283,6
284,6
285,5
286,5
287,6
288,7
289,6
290,6
291,5
292,6
293,6
294,4
295,4
296,5
297,4
298,6
299,4
300,5
301,4
302,4
303,5
304,5
305,4
306,4
307,5
308,4
309,5
310,4
311,5
312,4
313,4
314,4
315,4
316,5
317,4
318,5
319,5
320,5
321,7
322,4
323,5
324,7
325,5
326,6
327,4
328,5
329,5
330,4
331,5
332,5
333,6
334,5
335,5
336,4
337,7
338,4
339,6
340,4
341,6
342,6
343,4
344,5
345,4
346,4
347,4
348,4
349,5
350,5
351,5
352,6
353,6
354,4
355,4
356,5
357,4
358,5
359,4
360,4
361,4
362,4
363,6
364,5
365,4
366,7
367,5
368,4
369,4
370,5
371,4
372,5
373,5
374,5
375,4
376,5
377,5
378,4
379,4
380,5
381,4
382,5
383,4
384,5
385,6
386,5
387,4
388,4
389,4
390,7
391,4
392,5
393,4
394,5
395,4
396,5
397,5
398,5
399,7
400,5
401,7
402,5
403,6
404,4
405,4
406,5
407,5
408,5
409,5
410,5
411,6
412,4
413,4
414,6
415,5
416,5
417,5
418,5
419,5
420,4
421,6
422,5
423,6
424,6
425,4
426,5
427,4
428,5
429,5
430,4
431,4
432,5
433,4
434,5
435,5
436,7
437,4
438,4
439,5
440,6
441,5
442,5
443,5
444,5
445,4
446,6
447,4
448,4
449,7
450,5
451,7
452,5
453,5
454,4
455,5
456,5
457,5
458,5
459,4
460,5
461,6
462,5
463,7
464,6
465,5
466,4
467,4
468,5
469,4
470,5
471,4
472,4
473,6
474,5
475,5
476,4
477,4
478,4
479,5
480,4
481,5
482,5
483,5
484,6
485,5
486,6
487,4
488,5
489,4
490,4
491,4
492,5
493,4
494,4
495,6
496,3
497,4
498,5
499,6
