Generation,Diversity
1,3
2,4
3,2
4,2
5,3
6,4
7,3
8,5
9,3
10,2
11,3
12,4
13,4
14,3
15,2
16,5
17,5
18,5
19,3
20,4
21,2
22,3
23,3
24,2
25,2
26,4
27,2
28,3
29,3
30,3
31,2
32,3
33,4
34,2
35,4
36,3
37,4
38,3
39,2
40,4
41,5
42,3
43,2
44,2
45,3
46,2
47,2
48,2
49,3
50,3
51,4
52,4
53,3
54,2
55,5
56,2
57,2
58,2
59,3
60,2
61,4
62,3
63,4
64,4
65,3
66,2
67,3
68,3
69,3
70,4
71,3
72,2
73,4
74,4
75,4
76,3
77,2
78,4
79,2
80,3
81,2
82,3
83,3
84,2
85,3
86,4
87,2
88,3
89,2
90,2
91,3
92,2
93,3
94,2
95,4
96,2
97,4
98,4
99,2
100,2
101,3
102,2
103,3
104,2
105,3
106,5
107,2
108,2
109,2
110,5
111,2
112,4
113,3
114,4
115,4
116,3
117,3
118,2
119,4
120,3
121,4
122,4
123,3
124,4
125,2
126,3
127,2
128,3
129,3
130,2
131,3
132,4
133,4
134,4
135,4
136,3
137,2
138,2
139,3
140,2
141,3
142,3
143,3
144,4
145,2
146,4
147,4
148,3
149,4
150,4
151,2
152,4
153,2
154,3
155,3
156,2
157,3
158,4
159,3
160,3
161,2
162,4
163,4
164,4
165,2
166,5
167,4
168,4
169,4
170,3
171,3
172,2
173,2
174,3
175,3
176,4
177,2
178,2
179,2
180,3
181,5
182,2
183,3
184,3
185,4
186,5
187,4
188,3
189,3
190,2
191,2
192,3
193,2
194,5
195,3
196,3
197,4
198,4
199,2
200,2
201,2
202,2
203,2
204,5
205,4
206,3
207,2
208,2
209,3
210,2
211,4
212,4
213,3
214,3
215,3
216,3
217,3
218,3
219,3
220,3
221,6
222,2
223,4
224,4
225,6
226,3
227,2
228,2
229,3
230,3
231,5
232,3
233,2
234,3
235,5
236,4
237,2
238,2
239,3
240,6
241,3
242,4
243,4
244,7
245,3
246,3
247,2
248,2
249,2
250,3
251,3
252,2
253,2
254,3
255,2
256,2
257,2
258,3
259,5
260,3
261,5
262,2
263,2
264,2
265,3
266,4
267,2
268,2
269,6
270,3
271,2
272,2
273,3
274,4
275,3
276,3
277,4
278,2
279,2
280,3
281,3
282,2
283,2
284,5
285,2
286,3
287,3
288,3
289,4
290,2
291,4
292,3
293,3
294,3
295,5
296,5
297,3
298,2
299,3
300,2
301,3
302,4
303,2
304,3
305,5
306,2
307,2
308,4
309,3
310,4
311,2
312,2
313,3
314,2
315,2
316,3
317,4
318,2
319,2
320,4
321,3
322,3
323,2
324,2
325,4
326,3
327,4
328,3
329,3
330,3
331,3
332,2
333,4
334,3
335,2
336,4
337,2
338,4
339,2
340,3
341,4
342,4
343,2
344,2
345,3
346,3
347,2
348,4
349,4
350,2
351,3
352,3
353,2
354,2
355,4
356,4
357,4
358,2
359,2
360,3
361,3
362,2
363,3
364,4
365,2
366,2
367,4
368,4
369,4
370,2
371,2
372,2
373,2
374,4
375,2
376,5
377,4
378,4
379,3
380,3
381,4
382,3
383,4
384,6
385,3
386,3
387,2
388,3
389,3
390,3
391,2
392,3
393,3
394,2
395,2
396,3
397,3
398,4
399,4
400,3
401,3
402,3
403,2
404,5
405,3
406,3
407,2
408,3
409,4
410,2
411,5
412,5
413,4
414,2
415,2
416,2
417,5
418,3
419,2
420,2
421,3
422,2
423,2
424,3
425,4
426,3
427,3
428,4
429,3
430,2
431,4
432,2
433,3
434,4
435,2
436,6
437,3
438,4
439,2
440,2
441,5
442,3
443,3
444,4
445,2
446,3
447,4
448,3
449,5
450,4
451,3
452,3
453,2
454,3
455,3
456,2
457,3
458,2
459,3
460,3
461,4
462,4
463,2
464,3
465,2
466,3
467,6
468,2
469,2
470,3
471,4
472,3
473,3
474,2
475,4
476,3
477,5
478,4
479,5
480,4
481,3
482,3
483,4
484,2
485,3
486,3
487,4
488,3
489,3
490,4
491,3
492,5
493,4
494,4
495,2
496,2
497,2
498,3
499,4
