Generation,Diversity
1,66
2,49
3,40
4,35
5,26
6,23
7,20
8,15
9,13
10,16
11,14
12,17
13,14
14,15
15,15
16,15
17,21
18,23
19,25
20,25
21,25
22,30
23,28
24,21
25,26
26,37
27,29
28,29
29,31
30,36
31,30
32,26
33,27
34,23
35,27
36,32
37,32
38,34
39,29
40,23
41,31
42,24
43,24
44,23
45,23
46,24
47,22
48,21
49,21
50,22
51,25
52,21
53,22
54,22
55,17
56,21
57,18
58,15
59,15
60,20
61,21
62,21
63,22
64,19
65,19
66,24
67,17
68,17
69,19
70,17
71,22
72,16
73,20
74,25
75,24
76,25
77,22
78,27
79,25
80,24
81,22
82,22
83,25
84,21
85,25
86,22
87,22
88,21
89,25
90,21
91,23
92,20
93,26
94,17
95,25
96,28
97,23
98,19
99,18
