Gerneration,Depth average
1,4.90196
2,4.43137
3,4.62745
4,4.47059
5,4.80392
6,4.64706
7,4.82353
8,4.58824
9,4.82353
10,4.21569
11,4.60784
12,4.64706
13,4.52941
14,4.52941
15,4.60784
16,4.56863
17,4.56863
18,4.66667
19,4.68627
20,4.47059
21,4.58824
22,4.52941
23,4.52941
24,4.52941
25,4.5098
26,4.68627
27,4.64706
28,4.60784
29,4.52941
30,4.58824
31,4.70588
32,4.4902
33,4.52941
34,4.4902
35,4.31373
36,4.72549
37,4.54902
38,4.58824
39,4.70588
40,4.66667
41,4.5098
42,4.62745
43,4.41176
44,4.70588
45,4.60784
46,4.60784
47,4.66667
48,4.31373
49,4.33333
50,4.43137
51,4.54902
52,4.76471
53,4.47059
54,4.68627
55,4.43137
56,4.4902
57,4.54902
58,4.64706
59,4.62745
60,4.5098
61,4.62745
62,4.58824
63,4.68627
64,4.78431
65,4.45098
66,4.54902
67,4.58824
68,4.72549
69,4.35294
70,4.33333
71,4.45098
72,4.52941
73,4.43137
74,4.7451
75,4.68627
76,4.45098
77,4.37255
78,4.58824
79,4.52941
80,4.43137
81,4.45098
82,4.62745
83,4.47059
84,4.47059
85,4.41176
86,4.41176
87,4.56863
88,4.5098
89,4.62745
90,4.4902
91,4.5098
92,4.35294
93,4.4902
94,4.60784
95,4.45098
96,4.56863
97,4.60784
98,4.56863
99,4.52941
100,4.52941
101,4.5098
102,4.60784
103,4.58824
104,4.60784
105,4.45098
106,4.56863
107,4.54902
108,4.66667
109,4.70588
110,4.58824
111,4.56863
112,4.5098
113,4.68627
114,4.58824
115,4.39216
116,4.54902
117,4.76471
118,4.7451
119,4.35294
120,4.68627
121,4.43137
122,4.7451
123,4.7451
124,4.54902
125,4.62745
126,4.58824
127,4.45098
128,4.37255
129,4.64706
130,4.64706
131,4.72549
132,4.66667
133,4.60784
134,4.58824
135,4.37255
136,4.60784
137,4.4902
138,4.60784
139,4.62745
140,4.66667
141,4.43137
142,4.58824
143,4.64706
144,4.47059
145,4.33333
146,4.58824
147,4.56863
148,4.60784
149,4.70588
150,4.64706
151,4.60784
152,4.72549
153,4.56863
154,4.62745
155,4.56863
156,4.52941
157,4.45098
158,4.31373
159,4.41176
160,4.56863
161,4.5098
162,4.52941
163,4.56863
164,4.47059
165,4.47059
166,4.41176
167,4.64706
168,4.4902
169,4.5098
170,4.39216
171,4.4902
172,4.58824
173,4.5098
174,4.60784
175,4.4902
176,4.58824
177,4.52941
178,4.39216
179,4.41176
180,4.58824
181,4.58824
182,4.80392
183,4.72549
184,4.4902
185,4.47059
186,4.64706
187,4.64706
188,4.45098
189,4.60784
190,4.58824
191,4.58824
192,4.39216
193,4.58824
194,4.62745
195,4.47059
196,4.43137
197,4.56863
198,4.64706
199,4.66667
200,4.54902
201,4.68627
202,4.68627
203,4.4902
204,4.62745
205,4.54902
206,4.60784
207,4.72549
208,4.52941
209,4.70588
210,4.29412
211,4.68627
212,4.5098
213,4.41176
214,4.66667
215,4.64706
216,4.37255
217,4.62745
218,4.41176
219,4.68627
220,4.64706
221,4.70588
222,4.4902
223,4.64706
224,4.52941
225,4.45098
226,4.68627
227,4.62745
228,4.5098
229,4.4902
230,4.45098
231,4.47059
232,4.4902
233,4.58824
234,4.39216
235,4.5098
236,4.76471
237,4.45098
238,4.5098
239,4.60784
240,4.52941
241,4.54902
242,4.60784
243,4.54902
244,4.64706
245,4.31373
246,4.64706
247,4.43137
248,4.45098
249,4.4902
250,4.66667
251,4.70588
252,4.58824
253,4.60784
254,4.4902
255,4.45098
256,4.62745
257,4.45098
258,4.5098
259,4.47059
260,4.29412
