Generation,Diversity
1,2
2,2
3,2
4,2
5,4
6,1
7,2
8,2
9,2
10,2
11,2
12,4
13,2
14,1
15,2
16,1
17,1
18,1
19,3
20,2
21,2
22,1
23,3
24,2
25,3
26,3
27,3
28,1
29,3
30,2
31,2
32,1
33,4
34,1
35,2
36,2
37,3
38,3
39,3
40,2
41,1
42,2
43,4
44,2
45,3
46,3
47,2
48,1
49,2
50,2
51,1
52,2
53,2
54,2
55,2
56,1
57,2
58,2
59,2
60,1
61,1
62,4
63,3
64,1
65,3
66,2
67,3
68,1
69,2
70,3
71,2
72,3
73,3
74,2
75,1
76,2
77,3
78,1
79,4
80,2
81,1
82,2
83,3
84,2
85,2
86,2
87,3
88,1
89,2
90,2
91,2
92,2
93,4
94,3
95,4
96,2
97,2
98,2
99,2
