Gerneration,Depth average
1,7.74052
2,7.81637
3,7.72655
4,7.54291
5,7.3493
6,7.2515
7,7.41118
8,7.43114
9,7.37126
10,7.31936
11,7.33733
12,7.36727
13,7.38723
14,7.3992
15,7.37725
16,7.38523
17,7.27545
18,7.39122
19,7.46707
20,7.31537
21,7.42914
22,7.3513
23,7.32934
24,7.31537
25,7.40918
26,7.31537
27,7.41317
28,7.33333
29,7.37126
30,7.34731
31,7.38523
32,7.3493
33,7.37325
34,7.29741
35,7.38124
36,7.23952
37,7.27944
38,7.39721
39,7.2994
40,7.44112
41,7.35729
42,7.41517
43,7.30938
44,7.36327
45,7.29541
46,7.31537
47,7.43114
48,7.40519
49,7.41118
