Generation,Diversity
1,107
2,87
3,80
4,88
5,41
6,43
7,42
8,45
9,43
10,43
11,45
12,41
13,51
14,43
15,48
16,46
17,45
18,42
19,47
20,42
21,44
22,48
23,44
24,51
25,42
26,48
27,49
28,44
29,45
30,48
31,47
32,43
33,43
34,44
35,47
36,45
37,46
38,45
39,51
40,41
41,48
42,48
43,41
44,43
45,45
46,44
47,47
48,46
49,45
50,43
51,49
52,47
53,43
54,50
55,45
56,50
57,53
58,47
59,48
60,50
61,50
62,52
63,45
64,47
65,49
66,45
67,52
68,45
69,49
70,49
71,49
72,52
73,45
74,48
75,47
76,47
77,50
78,50
79,47
80,49
81,49
82,47
83,47
84,53
85,53
86,47
87,47
88,50
89,49
90,57
91,48
92,50
93,48
94,47
95,50
96,44
97,51
98,52
99,51
