Generation,Diversity
1,63
2,44
3,30
4,20
5,17
6,10
7,12
8,7
9,9
10,10
11,9
12,8
13,6
14,11
15,7
16,9
17,12
18,11
19,8
20,6
21,6
22,6
23,6
24,6
25,8
26,10
27,9
28,5
29,4
30,6
31,5
32,5
33,5
34,4
35,5
36,6
37,6
38,6
39,4
40,8
41,6
42,4
43,4
44,3
45,3
46,2
47,5
48,6
49,6
50,7
51,8
52,5
53,7
54,9
55,8
56,9
57,9
58,10
59,10
60,12
61,6
62,7
63,9
64,8
65,8
66,8
67,3
68,3
69,6
70,4
71,5
72,7
73,6
74,6
75,7
76,7
77,8
78,6
79,4
80,5
81,3
82,8
83,5
84,5
85,7
86,6
87,5
88,5
89,5
90,5
91,4
92,5
93,4
94,7
95,7
96,6
97,3
98,4
99,6
