Generation,Diversity
1,30
2,30
3,31
4,29
5,6
6,5
7,6
8,4
9,8
10,6
11,4
12,6
13,5
14,5
15,6
16,4
17,6
18,4
19,8
20,4
21,5
22,7
23,7
24,5
25,7
26,5
27,5
28,5
29,4
30,5
31,7
32,7
33,7
34,7
35,5
36,4
37,7
38,8
39,7
40,7
41,6
42,6
43,9
44,8
45,7
46,5
47,6
48,6
49,5
50,6
51,6
52,4
53,7
54,5
55,8
56,8
57,5
58,6
59,6
60,7
61,7
62,7
63,4
64,6
65,4
66,8
67,7
68,7
69,6
70,8
71,4
72,5
73,6
74,6
75,6
76,5
77,6
78,7
79,5
80,6
81,5
82,6
83,6
84,5
85,5
86,6
87,5
88,4
89,6
90,6
91,7
92,7
93,8
94,7
95,5
96,8
97,6
98,4
99,5
