Gerneration,Depth average
1,7.24752
2,7.28713
3,7.57426
4,7.28713
5,7.30693
6,7.15842
7,7.39604
8,7.28713
9,7.27723
10,7.28713
11,7.22772
12,7.23762
13,7.42574
14,7.42574
15,7.22772
16,7.38614
17,7.21782
18,7.25743
19,7.43564
20,7.33663
21,7.23762
22,7.37624
23,7.46535
24,7.25743
25,7.46535
26,7.30693
27,7.31683
28,7.37624
29,7.08911
30,7.29703
31,7.31683
32,7.51485
33,7.26733
34,7.31683
35,7.10891
36,7.14851
37,7.29703
38,7.30693
39,7.39604
40,7.38614
41,7.29703
42,7.21782
43,7.47525
44,7.36634
45,7.50495
46,7.24752
47,7.48515
48,7.48515
49,7.32673
50,7.31683
51,7.25743
52,7.31683
53,7.46535
54,7.27723
55,7.36634
56,7
57,7.40594
58,7.30693
59,7.39604
60,7.32673
61,7.23762
62,7.05941
63,7.40594
64,7.58416
65,7.47525
66,7.31683
67,7.35644
68,7.34653
69,7.24752
70,7.34653
71,7.47525
72,7.47525
73,7.26733
74,7.36634
75,7.30693
76,7.39604
77,7.22772
78,7.32673
79,7.23762
80,7.41584
81,7.35644
82,7.38614
83,7.46535
84,7.27723
85,7.51485
86,7.44554
87,7.29703
88,7.26733
89,7.44554
90,7.46535
91,7.41584
92,7.38614
93,7.40594
94,7.26733
95,7.33663
96,7.42574
97,7.52475
98,7.35644
99,7.29703
