Gerneration,Depth average
1,4.28713
2,3.70297
3,3.29703
4,3.10891
5,3.0198
6,2.41584
7,2.22772
8,2.22772
9,2.20792
10,2.22772
11,2.27723
12,2.37624
13,2.43564
14,2.49505
15,2.81188
16,2.69307
17,2.77228
18,2.67327
19,2.72277
20,2.75248
21,2.76238
22,2.73267
23,2.57426
24,2.51485
25,2.55446
26,2.53465
27,2.58416
28,2.66337
29,2.68317
30,2.69307
31,2.59406
32,2.63366
33,2.66337
34,2.65347
35,2.69307
36,2.69307
37,2.69307
38,2.69307
39,2.65347
40,2.65347
41,2.75248
42,2.69307
43,2.61386
44,2.63366
45,2.60396
46,2.55446
47,2.58416
48,2.61386
49,2.53465
50,2.53465
51,2.58416
52,2.64356
53,2.63366
54,2.61386
55,2.80198
56,2.71287
57,2.65347
58,2.61386
59,2.55446
60,2.51485
61,2.60396
62,2.66337
63,2.71287
64,2.65347
65,2.71287
66,2.70297
67,2.74257
68,2.67327
69,2.68317
70,2.62376
71,2.61386
72,2.63366
73,2.62376
74,2.55446
75,2.64356
76,2.71287
77,2.70297
78,2.67327
79,2.67327
80,2.69307
81,2.62376
82,2.69307
83,2.60396
84,2.61386
85,2.65347
86,2.74257
87,2.77228
88,2.73267
89,2.76238
90,2.70297
91,2.72277
92,2.59406
93,2.60396
94,2.62376
95,2.60396
96,2.69307
97,2.69307
98,2.75248
99,2.68317
