Generation,Diversity
1,60
2,40
3,33
4,22
5,23
6,17
7,18
8,13
9,15
10,16
11,16
12,17
13,18
14,19
15,16
16,17
17,11
18,11
19,15
20,16
21,16
22,13
23,13
24,17
25,13
26,17
27,19
28,17
29,17
30,16
31,18
32,19
33,16
34,15
35,14
36,14
37,18
38,18
39,16
40,18
41,17
42,17
43,18
44,15
45,18
46,13
47,13
48,14
49,21
50,20
51,17
52,14
53,18
54,19
55,22
56,17
57,19
58,16
59,21
60,20
61,17
62,19
63,19
64,26
65,16
66,12
67,20
68,14
69,16
70,12
71,14
72,22
73,20
74,18
75,17
76,19
77,13
78,11
79,13
80,13
81,14
82,13
83,15
84,15
85,15
86,17
87,15
88,20
89,18
90,20
91,19
92,23
93,23
94,21
95,21
96,18
97,22
98,19
99,21
