Gerneration,Depth average
1,3.92079
2,3.79208
3,3.83168
4,3.89109
5,3.86139
6,3.94059
7,3.73267
8,3.84158
9,3.84158
10,3.82178
11,3.81188
12,3.80198
13,3.82178
14,3.84158
15,3.81188
16,3.90099
17,3.80198
18,3.86139
19,3.85149
20,3.87129
21,3.79208
22,3.80198
23,3.75248
24,3.85149
25,3.87129
26,3.84158
27,3.83168
28,3.82178
29,3.82178
30,3.82178
31,3.88119
32,3.83168
33,3.85149
34,3.85149
35,3.87129
36,3.82178
37,3.92079
38,3.71287
39,3.85149
40,3.77228
41,3.76238
42,3.81188
43,3.87129
44,3.89109
45,3.84158
46,3.80198
47,3.80198
48,3.80198
49,3.86139
