Gerneration,Depth average
1,4.60679
2,4.59281
3,4.58683
4,4.53892
5,4.58283
6,4.61078
7,4.62475
8,4.57285
9,4.5988
10,4.58483
11,4.59481
12,4.61876
13,4.52695
14,4.55888
15,4.58084
16,4.61078
17,4.57086
18,4.57485
19,4.57285
20,4.56886
21,4.58283
22,4.56886
23,4.59681
24,4.62076
25,4.61078
26,4.57285
27,4.59281
28,4.59281
29,4.56687
30,4.54291
31,4.59481
32,4.60279
33,4.64471
34,4.5988
35,4.59281
36,4.5988
37,4.61876
38,4.57685
39,4.61078
40,4.57285
41,4.57884
42,4.52096
43,4.56287
44,4.61078
45,4.61677
46,4.58882
47,4.55489
48,4.58483
49,4.61477
