Gerneration,Depth average
1,3.83832
2,3.8024
3,3.82036
4,3.85828
5,3.85629
6,3.86826
7,3.85828
8,3.80639
9,3.82834
10,3.81836
11,3.83633
12,3.80838
13,3.81637
14,3.84631
15,3.8483
16,3.82236
17,3.77645
18,3.80639
19,3.88224
20,3.85828
21,3.82834
22,3.79242
23,3.82635
24,3.8503
25,3.83433
26,3.83433
27,3.79242
28,3.86228
29,3.84631
30,3.83633
31,3.83234
32,3.82236
33,3.76048
34,3.82435
35,3.82435
36,3.86228
37,3.80639
38,3.83234
39,3.84032
40,3.84631
41,3.84232
42,3.86028
43,3.80639
44,3.87824
45,3.85429
46,3.80439
47,3.7984
48,3.81637
49,3.84431
