Gerneration,Depth average
1,2.78842
2,2.77246
3,2.78443
4,2.77844
5,2.81038
6,2.78443
7,2.78044
8,2.7984
9,2.78443
10,2.7984
11,2.79242
12,2.79641
13,2.80439
14,2.83433
15,2.81836
16,2.78643
17,2.75848
18,2.8024
19,2.7984
20,2.80838
21,2.8004
22,2.78643
23,2.8024
24,2.77645
25,2.78244
26,2.79441
27,2.77246
28,2.77445
29,2.79441
30,2.79042
31,2.80439
32,2.80439
33,2.79042
34,2.77445
35,2.80838
36,2.80439
37,2.8024
38,2.82236
39,2.76846
40,2.78842
41,2.77246
42,2.7984
43,2.76447
44,2.78443
45,2.79042
46,2.79641
47,2.78643
48,2.78443
49,2.77844
