Gerneration,Depth average
1,2.78443
2,2.76447
3,2.77645
4,2.76447
5,2.77844
6,2.78044
7,2.77445
8,2.78044
9,2.78842
10,2.78044
11,2.82635
12,2.81238
13,2.7485
14,2.81637
15,2.79242
16,2.8024
17,2.77246
18,2.78443
19,2.79441
20,2.77445
21,2.8004
22,2.79042
23,2.78244
24,2.76846
25,2.80639
26,2.78643
27,2.79242
28,2.78244
29,2.8004
30,2.80639
31,2.76846
32,2.7984
33,2.79641
34,2.77844
35,2.8024
36,2.78842
37,2.77445
38,2.81038
39,2.78842
40,2.78842
41,2.82036
42,2.80838
43,2.78244
44,2.78842
45,2.77645
46,2.76248
47,2.8024
48,2.79641
49,2.79441
