Generation,Diversity
1,66
2,43
3,32
4,35
5,28
6,23
7,20
8,23
9,23
10,20
11,14
12,13
13,12
14,15
15,10
16,16
17,12
18,11
19,10
20,5
21,8
22,8
23,6
24,8
25,5
26,7
27,11
28,9
29,7
30,6
31,10
32,7
33,7
34,9
35,5
36,8
37,11
38,8
39,6
40,7
41,9
42,9
43,9
44,6
45,7
46,8
47,6
48,9
49,7
50,7
51,7
52,8
53,6
54,4
55,5
56,6
57,8
58,8
59,5
60,6
61,5
62,7
63,8
64,9
65,11
66,9
67,9
68,7
69,10
70,6
71,5
72,7
73,7
74,10
75,8
76,7
77,8
78,5
79,4
80,4
81,7
82,6
83,5
84,6
85,5
86,9
87,8
88,8
89,9
90,6
91,5
92,5
93,10
94,11
95,9
96,7
97,5
98,6
99,7
