Generation,Diversity
1,57
2,38
3,22
4,13
5,5
6,3
7,6
8,6
9,3
10,6
11,4
12,3
13,3
14,3
15,3
16,2
17,3
18,4
19,7
20,2
21,4
22,3
23,2
24,3
25,4
26,2
27,2
28,1
29,2
30,4
31,2
32,3
33,3
34,4
35,3
36,2
37,2
38,4
39,4
40,3
41,3
42,3
43,2
44,3
45,1
46,5
47,4
48,6
49,4
50,3
51,1
52,6
53,3
54,2
55,3
56,2
57,3
58,1
59,3
60,2
61,3
62,4
63,6
64,4
65,3
66,5
67,6
68,2
69,2
70,2
71,3
72,3
73,3
74,3
75,3
76,4
77,3
78,1
79,2
80,5
81,2
82,2
83,3
84,3
85,3
86,4
87,3
88,1
89,1
90,2
91,3
92,4
93,2
94,5
95,5
96,3
97,4
98,2
99,6
