Generation,Diversity
1,6
2,4
3,5
4,5
5,5
6,5
7,6
8,6
9,5
10,6
11,5
12,6
13,8
14,5
15,4
16,4
17,4
18,6
19,4
20,4
21,4
22,6
23,5
24,4
25,5
26,6
27,4
28,5
29,5
30,5
31,6
32,7
33,5
34,6
35,7
36,6
37,6
38,4
39,8
40,5
41,6
42,4
43,4
44,4
45,4
46,6
47,6
48,4
49,7
50,5
51,5
52,5
53,4
54,5
55,5
56,6
57,4
58,5
59,5
60,6
61,6
62,4
63,5
64,5
65,4
66,6
67,4
68,5
69,5
70,6
71,5
72,4
73,5
74,4
75,4
76,6
77,4
78,5
79,4
80,4
81,5
82,5
83,5
84,6
85,4
86,5
87,7
88,5
89,5
90,6
91,6
92,5
93,4
94,6
95,4
96,6
97,6
98,5
99,4
100,4
101,4
102,6
103,5
104,4
105,6
106,4
107,5
108,4
109,6
110,6
111,5
112,4
113,5
114,5
115,4
116,5
117,4
118,6
119,5
120,6
121,5
122,5
123,4
124,7
125,6
126,5
127,5
128,6
129,4
130,4
131,5
132,6
133,5
134,4
135,5
136,6
137,4
138,5
139,5
140,6
141,4
142,4
143,5
144,4
145,5
146,4
147,4
148,4
149,5
150,4
151,4
152,4
153,4
154,5
155,4
156,4
157,4
158,6
159,4
160,5
161,7
162,4
163,4
164,4
165,6
166,6
167,5
168,5
169,4
170,6
171,7
172,7
173,6
174,5
175,5
176,4
177,6
178,6
179,4
180,5
181,4
182,4
183,7
184,3
185,5
186,6
187,5
188,5
189,4
190,6
191,4
192,5
193,6
194,5
195,3
196,6
197,6
198,4
199,6
200,4
201,5
202,5
203,3
204,4
205,5
206,5
207,5
208,5
209,5
210,4
211,5
212,7
213,6
214,6
215,4
216,5
217,5
218,5
219,6
220,4
221,4
222,4
223,6
224,5
225,4
226,7
227,5
228,4
229,5
230,5
231,6
232,5
233,4
234,5
235,6
236,6
237,4
238,4
239,5
240,5
241,4
242,4
243,6
244,5
245,6
246,4
247,7
248,5
249,4
250,4
251,6
252,4
253,5
254,6
255,5
256,7
257,7
258,4
259,5
260,5
261,5
262,4
263,6
264,4
265,6
266,5
267,5
268,5
269,4
270,4
271,5
272,4
273,6
274,5
275,5
276,4
277,5
278,4
279,5
280,5
281,5
282,6
283,4
284,5
285,5
286,6
287,6
288,5
289,4
290,4
291,7
292,6
293,6
294,5
295,4
296,5
297,4
298,5
299,6
300,5
301,5
302,5
303,4
304,4
305,5
306,5
307,6
308,4
309,4
310,6
311,4
312,4
313,4
314,5
315,5
316,4
317,4
318,4
319,6
320,5
321,4
322,4
323,5
324,5
325,5
326,4
327,5
328,5
329,5
330,5
331,4
332,5
333,5
334,6
335,6
336,5
337,4
338,5
339,7
340,5
341,5
342,5
343,6
344,4
345,5
346,4
347,4
348,6
349,4
350,4
351,4
352,5
353,4
354,5
355,4
356,4
357,4
358,5
359,6
360,7
361,4
362,5
363,5
364,6
365,6
366,4
367,5
368,6
369,4
370,6
371,5
372,5
373,4
374,5
375,5
376,7
377,4
378,6
379,5
380,5
381,6
382,4
383,6
384,4
385,5
386,5
387,4
388,6
389,5
390,4
391,5
392,4
393,5
394,5
395,5
396,6
397,5
398,5
399,6
400,5
401,7
402,5
403,7
404,4
405,4
406,6
407,4
408,4
409,4
410,5
411,6
412,5
413,6
414,4
415,4
416,5
417,4
418,6
419,7
420,5
421,4
422,7
423,6
424,6
425,4
426,6
427,6
428,6
429,4
430,4
431,5
432,7
433,4
434,4
435,4
436,7
437,4
438,5
439,5
440,5
441,5
442,4
443,4
444,6
445,4
446,4
447,4
448,7
449,5
450,5
451,5
452,5
453,5
454,4
455,5
456,5
457,6
458,4
459,7
460,6
461,5
462,4
463,5
464,4
465,5
466,5
467,5
468,6
469,4
470,5
471,4
472,5
473,6
474,4
475,5
476,6
477,5
478,6
479,4
480,4
481,4
482,6
483,4
484,6
485,5
486,5
487,5
488,5
489,4
490,4
491,5
492,5
493,5
494,6
495,4
496,6
497,6
498,4
499,4
