Gerneration,Depth average
1,2.71287
2,2.88119
3,2.80198
4,2.84158
5,2.77228
6,2.78218
7,2.75248
8,2.77228
9,2.77228
10,2.77228
11,2.77228
12,2.79208
13,2.84158
14,2.76238
15,2.72277
16,2.79208
17,2.84158
18,2.79208
19,2.75248
20,2.78218
21,2.79208
22,2.75248
23,2.77228
24,2.79208
25,2.81188
26,2.82178
27,2.80198
28,2.79208
29,2.84158
30,2.83168
31,2.80198
32,2.82178
33,2.79208
34,2.80198
35,2.79208
36,2.79208
37,2.82178
38,2.79208
39,2.78218
40,2.79208
41,2.77228
42,2.73267
43,2.79208
44,2.83168
45,2.81188
46,2.84158
47,2.81188
48,2.85149
49,2.80198
50,2.86139
51,2.83168
52,2.85149
53,2.80198
54,2.85149
55,2.72277
56,2.81188
57,2.85149
58,2.77228
59,2.82178
60,2.82178
61,2.80198
62,2.79208
63,2.72277
64,2.76238
65,2.81188
66,2.78218
67,2.76238
68,2.78218
69,2.78218
70,2.75248
71,2.74257
72,2.80198
73,2.79208
74,2.78218
75,2.84158
76,2.77228
77,2.72277
78,2.80198
79,2.78218
80,2.81188
81,2.80198
82,2.79208
83,2.81188
84,2.80198
85,2.78218
86,2.77228
87,2.78218
88,2.80198
89,2.86139
90,2.75248
91,2.84158
92,2.80198
93,2.79208
94,2.80198
95,2.76238
96,2.83168
97,2.83168
98,2.76238
99,2.76238
100,2.87129
101,2.75248
102,2.74257
103,2.71287
104,2.78218
105,2.76238
106,2.80198
107,2.73267
108,2.76238
109,2.77228
110,2.79208
111,2.85149
112,2.78218
113,2.79208
114,2.81188
115,2.79208
116,2.81188
117,2.83168
118,2.81188
119,2.82178
120,2.82178
121,2.73267
122,2.80198
123,2.81188
124,2.80198
125,2.84158
126,2.78218
127,2.81188
128,2.78218
129,2.80198
130,2.87129
131,2.84158
132,2.79208
133,2.82178
134,2.79208
135,2.77228
136,2.85149
137,2.74257
138,2.80198
139,2.79208
140,2.80198
141,2.78218
142,2.83168
143,2.80198
144,2.75248
145,2.80198
146,2.72277
147,2.80198
148,2.79208
149,2.75248
150,2.78218
151,2.81188
152,2.84158
153,2.81188
154,2.75248
155,2.78218
156,2.84158
157,2.74257
158,2.80198
159,2.77228
160,2.81188
161,2.79208
162,2.82178
163,2.80198
164,2.80198
165,2.81188
166,2.74257
167,2.80198
168,2.81188
169,2.72277
170,2.84158
171,2.81188
172,2.79208
173,2.76238
174,2.81188
175,2.78218
176,2.72277
177,2.76238
178,2.76238
179,2.80198
180,2.80198
181,2.85149
182,2.81188
183,2.79208
184,2.81188
185,2.85149
186,2.78218
187,2.80198
188,2.84158
189,2.82178
