Gerneration,Depth average
1,5.44554
2,4.52475
3,4.59406
4,4.64356
5,4.66337
6,4.59406
7,4.59406
8,4.53465
9,4.63366
10,4.63366
11,4.43564
12,4.60396
13,4.53465
14,4.57426
15,4.49505
16,4.61386
17,4.63366
18,4.66337
19,4.50495
20,4.54455
21,4.58416
22,4.56436
23,4.57426
24,4.71287
25,4.47525
26,4.59406
27,4.60396
28,4.55446
29,4.61386
30,4.67327
31,4.66337
32,4.57426
33,4.61386
34,4.65347
35,4.57426
36,4.61386
37,4.52475
38,4.59406
39,4.59406
40,4.54455
41,4.62376
42,4.69307
43,4.63366
44,4.69307
45,4.62376
46,4.54455
47,4.51485
48,4.67327
49,4.62376
50,4.67327
51,4.52475
52,4.39604
53,4.61386
54,4.59406
55,4.49505
56,4.61386
57,4.56436
58,4.49505
59,4.72277
60,4.57426
61,4.56436
62,4.58416
63,4.55446
64,4.67327
65,4.46535
66,4.70297
67,4.44554
68,4.66337
69,4.50495
70,4.56436
71,4.57426
72,4.58416
73,4.61386
74,4.60396
75,4.66337
76,4.55446
77,4.54455
78,4.71287
79,4.62376
80,4.56436
81,4.58416
82,4.61386
83,4.47525
84,4.70297
85,4.58416
86,4.58416
87,4.70297
88,4.51485
89,4.64356
90,4.56436
91,4.61386
92,4.58416
93,4.57426
94,4.67327
95,4.65347
96,4.59406
97,4.45545
98,4.59406
99,4.58416
100,4.54455
101,4.62376
102,4.54455
103,4.43564
104,4.57426
105,4.53465
106,4.54455
107,4.54455
108,4.54455
109,4.54455
110,4.69307
111,4.66337
112,4.57426
113,4.59406
114,4.58416
115,4.52475
116,4.62376
117,4.62376
118,4.56436
119,4.52475
120,4.46535
121,4.66337
122,4.62376
123,4.54455
124,4.63366
125,4.52475
126,4.51485
127,4.57426
128,4.59406
129,4.48515
130,4.59406
131,4.57426
132,4.55446
133,4.55446
134,4.51485
135,4.59406
136,4.53465
137,4.63366
138,4.65347
139,4.53465
140,4.56436
141,4.63366
142,4.56436
143,4.57426
144,4.56436
145,4.55446
146,4.60396
147,4.46535
148,4.53465
149,4.66337
150,4.63366
151,4.54455
152,4.51485
153,4.49505
154,4.69307
155,4.43564
156,4.54455
157,4.60396
158,4.55446
159,4.68317
160,4.66337
161,4.61386
162,4.53465
163,4.60396
164,4.48515
165,4.67327
166,4.58416
167,4.54455
168,4.50495
169,4.63366
170,4.53465
171,4.52475
172,4.57426
173,4.44554
174,4.67327
175,4.62376
176,4.63366
177,4.49505
178,4.50495
179,4.50495
180,4.57426
181,4.69307
182,4.63366
183,4.45545
184,4.56436
185,4.69307
186,4.56436
187,4.56436
188,4.54455
189,4.46535
190,4.62376
191,4.62376
192,4.60396
193,4.69307
194,4.54455
195,4.45545
196,4.65347
197,4.46535
198,4.62376
199,4.53465
200,4.61386
201,4.54455
202,4.59406
203,4.43564
204,4.47525
205,4.63366
206,4.58416
207,4.58416
208,4.57426
209,4.55446
210,4.65347
211,4.57426
212,4.51485
213,4.53465
214,4.55446
215,4.61386
216,4.62376
217,4.55446
218,4.66337
219,4.69307
220,4.60396
221,4.60396
222,4.55446
223,4.63366
224,4.66337
225,4.57426
226,4.58416
227,4.71287
228,4.63366
229,4.47525
230,4.54455
231,4.66337
232,4.63366
233,4.60396
234,4.43564
235,4.46535
236,4.54455
237,4.60396
238,4.59406
239,4.55446
240,4.46535
241,4.56436
242,4.54455
243,4.54455
244,4.50495
245,4.53465
246,4.65347
247,4.72277
248,4.60396
249,4.66337
250,4.54455
251,4.61386
252,4.63366
253,4.55446
254,4.50495
255,4.54455
256,4.53465
257,4.63366
258,4.60396
259,4.60396
260,4.52475
261,4.69307
262,4.66337
263,4.58416
264,4.62376
265,4.61386
266,4.75248
267,4.56436
268,4.52475
269,4.48515
270,4.60396
271,4.58416
272,4.54455
273,4.62376
274,4.58416
275,4.54455
276,4.57426
277,4.64356
278,4.54455
279,4.48515
280,4.56436
281,4.55446
282,4.56436
283,4.71287
284,4.54455
285,4.59406
286,4.56436
287,4.44554
288,4.62376
289,4.56436
290,4.57426
291,4.44554
292,4.45545
293,4.69307
294,4.65347
295,4.67327
296,4.50495
297,4.54455
298,4.70297
299,4.53465
300,4.61386
301,4.55446
302,4.57426
303,4.54455
304,4.76238
305,4.59406
306,4.60396
307,4.67327
308,4.56436
309,4.61386
310,4.73267
311,4.54455
312,4.57426
313,4.50495
314,4.76238
315,4.59406
316,4.53465
317,4.51485
318,4.67327
319,4.58416
320,4.63366
321,4.59406
322,4.53465
323,4.62376
324,4.74257
325,4.44554
326,4.54455
327,4.58416
328,4.57426
329,4.55446
330,4.48515
331,4.50495
332,4.59406
333,4.48515
334,4.39604
335,4.65347
336,4.65347
337,4.61386
338,4.68317
339,4.49505
340,4.58416
341,4.36634
342,4.58416
343,4.63366
344,4.73267
345,4.61386
346,4.55446
347,4.60396
348,4.57426
349,4.52475
350,4.63366
351,4.70297
352,4.53465
353,4.62376
354,4.55446
355,4.61386
356,4.54455
357,4.59406
358,4.61386
359,4.56436
360,4.48515
361,4.50495
362,4.53465
363,4.64356
364,4.67327
365,4.57426
366,4.52475
367,4.62376
368,4.60396
369,4.53465
370,4.51485
371,4.59406
372,4.52475
373,4.54455
374,4.70297
375,4.55446
376,4.58416
377,4.55446
378,4.59406
379,4.62376
380,4.58416
381,4.42574
382,4.64356
383,4.65347
384,4.50495
385,4.48515
386,4.69307
387,4.70297
388,4.42574
389,4.49505
390,4.55446
391,4.53465
392,4.60396
393,4.54455
394,4.61386
395,4.55446
396,4.45545
397,4.61386
398,4.56436
399,4.54455
400,4.66337
401,4.67327
402,4.59406
403,4.50495
404,4.54455
405,4.66337
406,4.63366
407,4.65347
408,4.60396
409,4.55446
410,4.64356
411,4.58416
412,4.46535
413,4.50495
414,4.51485
415,4.58416
416,4.67327
417,4.60396
418,4.55446
419,4.51485
420,4.44554
421,4.59406
422,4.55446
423,4.62376
424,4.55446
425,4.55446
426,4.51485
427,4.63366
428,4.41584
429,4.54455
430,4.55446
431,4.56436
432,4.60396
433,4.47525
434,4.67327
435,4.58416
436,4.54455
437,4.74257
438,4.66337
439,4.58416
440,4.59406
441,4.71287
442,4.60396
443,4.50495
444,4.70297
445,4.60396
446,4.58416
447,4.48515
448,4.60396
449,4.56436
450,4.56436
451,4.56436
452,4.48515
453,4.58416
454,4.48515
455,4.50495
456,4.60396
457,4.63366
458,4.61386
459,4.47525
460,4.55446
461,4.62376
462,4.61386
463,4.57426
464,4.69307
465,4.57426
466,4.49505
467,4.50495
468,4.54455
469,4.56436
470,4.65347
471,4.59406
472,4.66337
473,4.70297
474,4.57426
475,4.58416
476,4.63366
477,4.63366
478,4.57426
479,4.57426
480,4.42574
481,4.64356
482,4.52475
483,4.46535
484,4.62376
485,4.65347
486,4.50495
487,4.44554
488,4.52475
489,4.64356
490,4.67327
491,4.66337
492,4.67327
493,4.54455
494,4.58416
495,4.56436
496,4.65347
497,4.55446
498,4.56436
499,4.63366
